BOOK_ID,Date,first_name,last_name,title,search_url,error_type
196,1855,Emerson,Bennett,Ellen Norbury Or The Adventures Of An Orphan,"https://archive.org/details/texts?&and[]=Ellen%20Norbury%20Or%20The%20Adventures%20Of%20An%20Orphan&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
197,1848,Emerson,Bennett,Kate Clarendon Or Necromancy In The Wilderness A Tale Of The Little Miami,"https://archive.org/details/texts?&and[]=Kate%20Clarendon%20Or%20Necromancy%20In%20The%20Wilderness%20A%20Tale%20Of%20The%20Little%20Miami&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
200,1851,Emerson,Bennett,Rosalie Du Pont Or Treason In The Camp,"https://archive.org/details/texts?&and[]=Rosalie%20Du%20Pont%20Or%20Treason%20In%20The%20Camp&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
199,1850,Emerson,Bennett,Oliver Goldfinch Or The Hypocrite,"https://archive.org/details/texts?&and[]=Oliver%20Goldfinch%20Or%20The%20Hypocrite&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
201,1869,Emerson,Bennett,The Bandit Queen A Tale Of Italy,"https://archive.org/details/texts?&and[]=The%20Bandit%20Queen%20A%20Tale%20Of%20Italy&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
202,1847,Emerson,Bennett,The Bandits Of The Osage A Western Romance,"https://archive.org/details/texts?&and[]=The%20Bandits%20Of%20The%20Osage%20A%20Western%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
204,1860,Emerson,Bennett,The League Of The Miami,"https://archive.org/details/texts?&and[]=The%20League%20Of%20The%20Miami&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
206,1851,Emerson,Bennett,The Pioneers Daughter A Tale Of Indian Captivity,"https://archive.org/details/texts?&and[]=The%20Pioneers%20Daughter%20A%20Tale%20Of%20Indian%20Captivity&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
207,1848,Emerson,Bennett,The Renegade A Historical Romance Of Border Life,"https://archive.org/details/texts?&and[]=The%20Renegade%20A%20Historical%20Romance%20Of%20Border%20Life&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
208,1848,Emerson,Bennett,The Trappers Bride Or Spirit Of Adventure,"https://archive.org/details/texts?&and[]=The%20Trappers%20Bride%20Or%20Spirit%20Of%20Adventure&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
210,1852,Emerson,Bennett,Waldewarren A Tale Of Circumstantial Evidence,"https://archive.org/details/texts?&and[]=Waldewarren%20A%20Tale%20Of%20Circumstantial%20Evidence&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
209,1852,Emerson,Bennett,Viola Or Adventures In The Far Southwest,"https://archive.org/details/texts?&and[]=Viola%20Or%20Adventures%20In%20The%20Far%20Southwest&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
211,1822,William,Bennett,Malpas Or Le Poursuivant Damour A Romance,"https://archive.org/details/texts?&and[]=Malpas%20Or%20Le%20Poursuivant%20Damour%20A%20Romance&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bennett""",No result
219,1890,Walter,Besant,Armorel Of Lyonesse A Romance Of Today,"https://archive.org/details/texts?&and[]=Armorel%20Of%20Lyonesse%20A%20Romance%20Of%20Today&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Besant""",No result
223,1872,Walter,Besant,Readymoney Mortiboy A Matteroffact Story,"https://archive.org/details/texts?&and[]=Readymoney%20Mortiboy%20A%20Matteroffact%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Besant""",No result
239,1884,Matilda,Betham-Edwards,Lisabees Love Story,"https://archive.org/details/texts?&and[]=Lisabees%20Love%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Betham-Edwards""",No result
245,1865,M,Bird,The Hawkshawes A Novel By Ma Bird,"https://archive.org/details/texts?&and[]=The%20Hawkshawes%20A%20Novel%20By%20Ma%20Bird&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bird""",No result
256,1890,William,Black,Stand Fast Craigroyston A Novel,"https://archive.org/details/texts?&and[]=Stand%20Fast%20Craigroyston%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Black""",No result
268,1878,Elizabeth,Blake,Mrs Greys Reminiscences,"https://archive.org/details/texts?&and[]=Mrs%20Greys%20Reminiscences&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Blake""",No result
272,1836,Mary,Boddington,The Gossips Week,"https://archive.org/details/texts?&and[]=The%20Gossips%20Week&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Boddington""",No result
276,1851,George,Borrow,Lavengro The Scholarthe Gypsythe Priest,"https://archive.org/details/texts?&and[]=Lavengro%20The%20Scholarthe%20Gypsythe%20Priest&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Borrow""",No result
275,1890,Thomas,Browne,The Miners Right A Tale Of The Australian Goldfields,"https://archive.org/details/texts?&and[]=The%20Miners%20Right%20A%20Tale%20Of%20The%20Australian%20Goldfields&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Browne""",No result
274,1892,Thomas,Browne,Nevermore,"https://archive.org/details/texts?&and[]=Nevermore&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Browne""",No result
278,1883,Marie,von Bothmer,Aut Caesar Aut Nihil,"https://archive.org/details/texts?&and[]=Aut%20Caesar%20Aut%20Nihil&and[]=mediatype%3A%22texts%22&and[]=creator%3A""von%20Bothmer""",No result
277,1851,George,Borrow,Lavengro The Scholar_Xxthe Gypsy_Xxthe Priest,"https://archive.org/details/texts?&and[]=Lavengro%20The%20Scholar_Xxthe%20Gypsy_Xxthe%20Priest&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Borrow""",No result
280,1886,?mile,Boucher,A Statesmans Love,"https://archive.org/details/texts?&and[]=A%20Statesmans%20Love&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Boucher""",No result
279,1870,Marie,von Bothmer,Strong Hands And Steadfast Hearts,"https://archive.org/details/texts?&and[]=Strong%20Hands%20And%20Steadfast%20Hearts&and[]=mediatype%3A%22texts%22&and[]=creator%3A""von%20Bothmer""",No result
287,1893,Mary,Maxwell,All Along The River A Novel,"https://archive.org/details/texts?&and[]=All%20Along%20The%20River%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
286,1875,Mary,Maxwell,A Strange World A Novel,"https://archive.org/details/texts?&and[]=A%20Strange%20World%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
288,1878,Mary,Maxwell,An Open Verdict A Novel,"https://archive.org/details/texts?&and[]=An%20Open%20Verdict%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
289,1881,Mary,Maxwell,Asphodel A Novel,"https://archive.org/details/texts?&and[]=Asphodel%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
290,1867,Mary,Maxwell,Birds Of Prey A Novel,"https://archive.org/details/texts?&and[]=Birds%20Of%20Prey%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
291,1868,Mary,Maxwell,Charlottes Inheritance A Novel,"https://archive.org/details/texts?&and[]=Charlottes%20Inheritance%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
292,1876,Mary,Maxwell,Dead Mens Shoes A Novel,"https://archive.org/details/texts?&and[]=Dead%20Mens%20Shoes%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
293,1868,Mary,Maxwell,Dead-sea Fruit,"https://archive.org/details/texts?&and[]=Dead-sea%20Fruit&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
296,1891,Mary,Maxwell,Gerard Or The World The Flesh And The Devil A Novel,"https://archive.org/details/texts?&and[]=Gerard%20Or%20The%20World%20The%20Flesh%20And%20The%20Devil%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
297,1864,Mary,Maxwell,Henry Dunbar The Story Of An Outcast,"https://archive.org/details/texts?&and[]=Henry%20Dunbar%20The%20Story%20Of%20An%20Outcast&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
294,1863,Mary,Maxwell,Eleanors Victory,"https://archive.org/details/texts?&and[]=Eleanors%20Victory&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
295,1871,Mary,Maxwell,Fentons Quest A Novel,"https://archive.org/details/texts?&and[]=Fentons%20Quest%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
298,1875,Mary,Maxwell,Hostages To Fortune A Novel,"https://archive.org/details/texts?&and[]=Hostages%20To%20Fortune%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
299,1876,Mary,Maxwell,Joshua Haggards Daughter A Novel,"https://archive.org/details/texts?&and[]=Joshua%20Haggards%20Daughter%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
300,1862,Mary,Maxwell,Lady Audleys Secret,"https://archive.org/details/texts?&and[]=Lady%20Audleys%20Secret&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
303,1874,Mary,Maxwell,Lost For Love A Novel,"https://archive.org/details/texts?&and[]=Lost%20For%20Love%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
302,1887,Mary,Maxwell,Like And Unlike A Novel,"https://archive.org/details/texts?&and[]=Like%20And%20Unlike%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
305,1890,Mary,Maxwell,One Life One Love A Novel,"https://archive.org/details/texts?&and[]=One%20Life%20One%20Love%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
304,1882,Mary,Maxwell,Mount Royal A Novel,"https://archive.org/details/texts?&and[]=Mount%20Royal%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
306,1887,Mary,Maxwell,One Thing Needful,"https://archive.org/details/texts?&and[]=One%20Thing%20Needful&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
307,1883,Mary,Maxwell,Phantom Fortune A Novel,"https://archive.org/details/texts?&and[]=Phantom%20Fortune%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
309,1865,Mary,Maxwell,Sir Jaspers Tenant,"https://archive.org/details/texts?&and[]=Sir%20Jaspers%20Tenant&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
308,1872,Mary,Maxwell,Robert Ainsleigh,"https://archive.org/details/texts?&and[]=Robert%20Ainsleigh&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
310,1895,Mary,Maxwell,Sons Of Fire A Novel,"https://archive.org/details/texts?&and[]=Sons%20Of%20Fire%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
311,1873,Mary,Maxwell,Strangers And Pilgrims A Novel,"https://archive.org/details/texts?&and[]=Strangers%20And%20Pilgrims%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
313,1879,Mary,Maxwell,The Cloven Foot A Novel,"https://archive.org/details/texts?&and[]=The%20Cloven%20Foot%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
314,1889,Mary,Maxwell,The Day Will Come A Novel,"https://archive.org/details/texts?&and[]=The%20Day%20Will%20Come%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
312,1874,Mary,Maxwell,Taken At The Flood A Novel,"https://archive.org/details/texts?&and[]=Taken%20At%20The%20Flood%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
316,1883,Mary,Maxwell,The Golden Calf A Novel,"https://archive.org/details/texts?&and[]=The%20Golden%20Calf%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
319,1891,Mary,Maxwell,The Story Of Barbara Her Splendid Misery And Her Gilded Cage A Novel,"https://archive.org/details/texts?&and[]=The%20Story%20Of%20Barbara%20Her%20Splendid%20Misery%20And%20Her%20Gilded%20Cage%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
318,1871,Mary,Maxwell,The Lovels Of Arden A Novel,"https://archive.org/details/texts?&and[]=The%20Lovels%20Of%20Arden%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
317,1866,Mary,Maxwell,The Ladys Mile,"https://archive.org/details/texts?&and[]=The%20Ladys%20Mile&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
321,1894,Mary,Maxwell,Thou Art The Man A Novel,"https://archive.org/details/texts?&and[]=Thou%20Art%20The%20Man%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
320,1892,Mary,Maxwell,The Venetians A Novel,"https://archive.org/details/texts?&and[]=The%20Venetians%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
315,1888,Mary,Maxwell,The Fatal Three A Novel,"https://archive.org/details/texts?&and[]=The%20Fatal%20Three%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
322,1879,Mary,Maxwell,Vixen A Novel,"https://archive.org/details/texts?&and[]=Vixen%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
323,1876,Mary,Maxwell,Weavers And Weft And Other Tales,"https://archive.org/details/texts?&and[]=Weavers%20And%20Weft%20And%20Other%20Tales&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
326,1824,John,Brainard,Letters Found In The Ruins Of Fort Braddock,"https://archive.org/details/texts?&and[]=Letters%20Found%20In%20The%20Ruins%20Of%20Fort%20Braddock&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Brainard""",No result
324,1885,Mary,Maxwell,Wyllards Weird,"https://archive.org/details/texts?&and[]=Wyllards%20Weird&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Maxwell""",No result
328,1884,Anna,Bray,A Fathers Curse And A Daughters Sacrifice By Mrs Bray,"https://archive.org/details/texts?&and[]=A%20Fathers%20Curse%20And%20A%20Daughters%20Sacrifice%20By%20Mrs%20Bray&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bray""",No result
330,1830,Anna,Bray,Fitz Of Fitzford A Legend Of Devon,"https://archive.org/details/texts?&and[]=Fitz%20Of%20Fitzford%20A%20Legend%20Of%20Devon&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bray""",No result
332,1884,Anna,Bray,Henry De Pomeroy Or The Eve Of St John By Mrs Bray,"https://archive.org/details/texts?&and[]=Henry%20De%20Pomeroy%20Or%20The%20Eve%20Of%20St%20John%20By%20Mrs%20Bray&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bray""",No result
342,1865,Benjamin,Brierley,Irkdale Or The Odd House In The Hollow A Lancashire Story,"https://archive.org/details/texts?&and[]=Irkdale%20Or%20The%20Odd%20House%20In%20The%20Hollow%20A%20Lancashire%20Story&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Brierley""",No result
341,1861,John,Dickinson,Maidenthorpe Or Interesting Events About The Year 1825,"https://archive.org/details/texts?&and[]=Maidenthorpe%20Or%20Interesting%20Events%20About%20The%20Year%201825&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Dickinson""",No result
343,1843,Charles,Briggs,Bankrupt Storie,"https://archive.org/details/texts?&and[]=Bankrupt%20Storie&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Briggs""",No result
347,1847,Anne,Bronte,Agnes Grey A Novel By Acton Bell,"https://archive.org/details/texts?&and[]=Agnes%20Grey%20A%20Novel%20By%20Acton%20Bell&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bronte""",No result
346,1830,Amelia,Bristow,The Orphans Of Lissau,"https://archive.org/details/texts?&and[]=The%20Orphans%20Of%20Lissau&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bristow""",No result
355,1964,Frances,Brooke,Letters From Juliet Lady Catesby To Her Friend Lady Henrietta Campley Tr From The French,"https://archive.org/details/texts?&and[]=Letters%20From%20Juliet%20Lady%20Catesby%20To%20Her%20Friend%20Lady%20Henrietta%20Campley%20Tr%20From%20The%20French&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Brooke""",No result
358,1895,Emma,Brooks,Transition A Novel,"https://archive.org/details/texts?&and[]=Transition%20A%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Brooks""",No result
364,1872,Rhoda,Broughton,Goodbye Sweetheart A Tale,"https://archive.org/details/texts?&and[]=Goodbye%20Sweetheart%20A%20Tale&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Broughton""",No result
373,1819,Thomas,Brown,London Or A Month At Stevens,"https://archive.org/details/texts?&and[]=London%20Or%20A%20Month%20At%20Stevens&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Brown""",No result
378,1832,William,Bryant,The Skeletons Cave,"https://archive.org/details/texts?&and[]=The%20Skeletons%20Cave&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bryant""",No result
377,1811,Mary,Brunton,Selfcontrol A Novel Second Edition,"https://archive.org/details/texts?&and[]=Selfcontrol%20A%20Novel%20Second%20Edition&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Brunton""",No result
382,1858,Selina,Bunbury,Sir Guy Desterre,"https://archive.org/details/texts?&and[]=Sir%20Guy%20Desterre&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Bunbury""",No result
385,1845,Hannah,Wolfensberger,The Ward Of The Crown A Historical Novel,"https://archive.org/details/texts?&and[]=The%20Ward%20Of%20The%20Crown%20A%20Historical%20Novel&and[]=mediatype%3A%22texts%22&and[]=creator%3A""Wolfensberger""",No result
391,1782,Frances,DArblay,Cecilia Or Memoirs Of An Heiress,"https://archive.org/details/texts?&and[]=Cecilia%20Or%20Memoirs%20Of%20An%20Heiress&and[]=mediatype%3A%22texts%22&and[]=creator%3A""DArblay""",No result
